pitcher_id,pitcher_trackman_id,count,total,confidence
22772,77927,4806,27730,0.17331410025243418
23043,65949,4804,29903,0.16065277731331304
22118,79847,4780,12433,0.38446070940239685
23642,69108,4778,34247,0.13951587000321197
22540,63765,4770,26594,0.17936376626306685
23849,594902,4762,26687,0.17843894030801513
22820,66145,4710,31544,0.14931524220136952
22717,65343,4482,11275,0.39751662971175167
23644,69113,4467,12300,0.36317073170731706
23231,67116,4461,32029,0.13928002747510068
22675,64893,4460,28496,0.1565131948343627
21432,73801,4451,30523,0.14582446024309537
23695,69745,4446,32672,0.1360798237022527
24109,664641,4436,10543,0.42075310632647256
24085,641149,4436,26797,0.16554091875956264
24459,645307,4412,13072,0.337515299877601
23558,68242,4394,26123,0.16820426444129694
23914,620982,4394,24360,0.1803776683087028
24099,51230,4381,27728,0.1579991344489325
24570,646241,4379,13228,0.33104021771998793
22508,63342,4364,22776,0.19160519845451351
23786,69041,4361,25583,0.17046476175585348
22427,62242,4315,27273,0.1582150845158215
23536,64805,4250,25686,0.16545978353967142
21943,77263,4246,25314,0.16773327012720235
24140,543001,4208,12178,0.3455411397602233
24483,608650,4122,13052,0.3158136684033098
23869,50441,4092,24404,0.16767742992951976
24020,51143,4075,26184,0.15562939199511153
23631,63991,4072,24017,0.16954657117874838
23426,65117,4055,28002,0.14481108492250552
23915,592468,3997,24197,0.16518576683059882
22703,548384,3993,11196,0.3566452304394427
23857,50106,3989,25599,0.15582639946872925
23565,68200,3960,27004,0.14664494149014962
24043,575070,3943,21423,0.18405452084208562
23597,63961,3940,24116,0.16337701111295405
23415,458676,3921,21650,0.18110854503464202
22598,62951,3920,25457,0.15398515143182623
22761,65639,3899,24514,0.15905197030268417
22253,60140,3887,23696,0.1640361242403781
21994,60559,3866,23426,0.16503030820455905
22292,61666,3824,33904,0.11278905143935819
22368,62146,3803,11356,0.3348890454385347
24237,476594,3796,24719,0.15356608277033862
23312,67828,3773,9741,0.387331896109229
24327,607200,3770,22791,0.16541617305076564
24604,547943,3728,10935,0.3409236396890718
23962,605541,3710,22919,0.16187442733103538
22302,60337,3698,11613,0.3184362352535951
24447,53898,3689,22720,0.16236795774647889
21549,74454,3643,20818,0.1749927946968969
23418,65109,3617,23078,0.1567293526302106
24541,657756,3491,23530,0.14836379090522736
22205,60336,3471,20176,0.1720360824742268
23627,62611,3455,8810,0.39216799091940974
24440,668948,3425,10470,0.3271251193887297
23630,66609,3425,35091,0.0976033740845231
23424,68159,3425,24083,0.14221650126645352
23784,534648,3417,17027,0.20068127092265226
23930,50720,3405,23679,0.14379830229317117
23617,68249,3380,20967,0.161205704201841
23758,621245,3363,16919,0.19877061292038536
23092,63894,3334,10144,0.3286671924290221
23534,68815,3329,18603,0.17894963177982046
24076,51948,3328,21724,0.15319462345792673
24086,51359,3295,18687,0.17632578798094933
22840,65241,3288,22652,0.14515274589440227
23614,65643,3288,22741,0.14458467085880128
24193,621169,3283,20160,0.16284722222222223
23870,50449,3267,9049,0.3610343684385015
24056,51895,3259,21987,0.14822395051621412
23932,50726,3242,20757,0.15618827383533265
24509,606996,3188,11153,0.285842374249081
21414,73738,3158,19276,0.16383067026354015
24540,660593,3147,20773,0.15149472873441486
23665,65665,3120,11393,0.2738523654875801
22667,64596,3113,8596,0.3621451838064216
22899,64580,3112,25671,0.12122628647111526
23515,68403,3104,19481,0.15933473640983523
22154,79545,3094,18445,0.16774193548387098
23898,592716,3053,18695,0.16330569671035036
23047,64995,3050,17620,0.17309875141884223
23871,50464,3034,9383,0.32335074070126824
22201,60339,3034,16283,0.18632930049745133
24444,53892,3019,18288,0.16508092738407698
21813,76225,3014,25307,0.11909748290986684
23459,68585,2983,17035,0.17511006750807162
24110,621141,2929,18269,0.16032623569981935
23929,50662,2919,28078,0.10396039603960396
23916,543193,2875,22709,0.1266017878374213
22721,64017,2862,7913,0.3616833059522305
21622,74513,2858,7977,0.3582800551585809
22491,75340,2855,16713,0.1708251062047508
23749,69360,2831,17777,0.15925071721887832
23944,623167,2831,16319,0.17347876708131627
23512,65496,2782,17493,0.15903504258846396
24619,623454,2763,17059,0.16196728999355178
23713,69413,2713,15519,0.17481796507506928
23761,69839,2697,7411,0.36391849952772903
22478,63103,2679,16730,0.1601315002988643
23557,68240,2671,12850,0.20785992217898833
23501,68639,2663,7606,0.35011832763607675
22143,79358,2658,6635,0.40060286360211
24021,605498,2657,7593,0.34992756486237325
22621,63960,2628,7458,0.35237329042638776
23860,50109,2613,8233,0.3173812704967812
23902,65411,2604,15720,0.16564885496183207
23190,63492,2604,6718,0.38761536171479605
23554,63292,2597,16528,0.1571272991287512
24136,51713,2580,16061,0.1606375692671689
24089,51301,2579,15797,0.16325884661644616
23759,69813,2577,11302,0.22801274110776854
23697,69762,2555,14194,0.18000563618430324
24018,51111,2514,8005,0.31405371642723295
23787,69054,2513,15083,0.1666114168268912
23369,67419,2504,14740,0.16987788331071912
21991,78517,2489,5918,0.42058127745860086
24224,52204,2487,6827,0.3642888530833455
24423,642203,2468,14185,0.17398660556926332
22312,61411,2463,14930,0.16496985934360348
22867,66305,2459,15740,0.1562261753494282
24055,51897,2409,15035,0.16022613900897906
24319,53996,2402,12691,0.18926798518635254
23289,64051,2395,5948,0.40265635507733694
24508,641447,2382,8220,0.28978102189781024
23651,545363,2374,18718,0.12682978950742602
22905,63512,2358,13763,0.17132892537964106
23429,68109,2355,18990,0.1240126382306477
24013,51110,2331,16380,0.1423076923076923
23542,68896,2329,14220,0.16378340365682137
23655,69656,2320,19440,0.11934156378600823
23748,69399,2318,6578,0.3523867436910915
24389,53613,2279,13033,0.17486380725849765
24185,52397,2269,14428,0.15726365400609926
22925,64718,2265,13289,0.17044171871472646
24626,680802,2238,11766,0.19020907700152984
23458,68529,2207,16152,0.13663942545814758
22583,78536,2194,13786,0.15914696068475265
24178,52330,2192,14572,0.1504254735108427
24623,642545,2179,13481,0.16163489355389066
23917,605156,2177,28555,0.0762388373314656
23462,68501,2151,15371,0.13993884587860256
23650,69620,2135,9837,0.21703771475043204
21840,76757,2132,13534,0.15752918575439634
23568,68703,2127,5006,0.42489013184178986
23030,66451,2124,12401,0.17127650995887428
23632,63638,2120,23565,0.08996392955654572
23717,69435,2111,11622,0.1816382722422991
24209,52530,2108,11538,0.1827006413589877
24344,53139,2079,12988,0.16007083461656915
23334,67737,2076,13191,0.15738003183989083
24286,52641,2069,20633,0.10027625648233413
24223,642098,2063,13894,0.14848135885993954
23751,69367,2063,17211,0.11986520248678172
22922,64047,2041,5197,0.3927265730228978
23455,68556,2007,11340,0.176984126984127
24560,664942,1988,20038,0.09921149815350834
23257,67954,1967,12309,0.1598017710618247
21558,74359,1965,4871,0.40340792445083146
23977,50354,1958,7233,0.2707037190653947
23504,68619,1956,24047,0.08134070778059634
22404,62655,1950,12261,0.15904086126743333
24234,52206,1948,13681,0.14238725239383085
23772,69974,1945,12090,0.1608767576509512
24544,54729,1934,6114,0.31632319267255476
21654,75342,1926,11265,0.17097203728362184
23513,68415,1924,11701,0.164430390564909
23484,68092,1922,5608,0.3427246790299572
24355,53754,1915,11748,0.16300646918624448
23094,66859,1895,11223,0.16884968368528913
22596,62937,1890,12122,0.15591486553374032
24152,52149,1886,6206,0.30389945214308733
21754,75258,1850,4557,0.40596883914856263
22458,464400,1839,10007,0.18377136004796643
23628,61295,1829,10074,0.18155648203295613
23101,64896,1818,11339,0.16033159890642915
23496,63628,1800,19923,0.09034783918084625
24568,54319,1770,10774,0.16428438834230555
24607,54063,1731,11673,0.14829092778206115
21875,76329,1722,4610,0.3735357917570499
22311,61457,1719,4519,0.3803938924540828
22595,62920,1710,4413,0.3874915023793338
24078,51994,1709,10538,0.16217498576579997
24147,543208,1707,10246,0.166601600624634
23766,69934,1702,8956,0.1900401965163019
23737,69205,1688,4412,0.3825929283771532
22734,65058,1688,3900,0.4328205128205128
23963,50992,1676,9627,0.17409369481666148
24328,53259,1659,11604,0.14296794208893485
23284,67365,1658,10027,0.16535354542734618
24411,53455,1658,9826,0.16873600651333198
24011,51154,1657,11047,0.14999547388431247
24306,623381,1644,8709,0.1887702376851533
24329,53262,1633,9565,0.17072660742289597
24343,53164,1627,9389,0.17328789008414103
23110,62056,1623,8881,0.1827496903501858
22123,79825,1622,11997,0.1352004667833625
21874,76355,1605,4670,0.3436830835117773
24527,54263,1595,10116,0.1576710162119415
23643,69111,1571,14283,0.10999089827067143
23500,68659,1570,6956,0.2257044278320874
22666,64760,1509,3728,0.40477467811158796
23204,573348,1503,11037,0.13617830932318564
22505,63348,1502,9383,0.16007673451987636
23475,68036,1501,9680,0.1550619834710744
22015,78247,1500,15858,0.09458948164964057
24303,606162,1492,8217,0.18157478398442253
23731,69213,1488,9262,0.16065644569207516
24461,641855,1486,3590,0.4139275766016713
24265,52639,1483,5810,0.25524956970740104
23953,50203,1478,9519,0.1552684105473264
24269,543594,1472,5611,0.2623418285510604
23684,69516,1463,15502,0.0943749193652432
23673,69550,1463,8245,0.1774408732565191
23232,67164,1461,10301,0.14183089020483447
24183,52395,1452,3908,0.37154554759467756
22180,79293,1451,8484,0.17102781706742104
24622,54843,1445,9535,0.1515469323544835
24467,668684,1440,3615,0.3983402489626556
22964,66741,1421,9079,0.15651503469545103
23293,67646,1417,14681,0.09651931067365983
24146,543557,1408,3149,0.44712607176881547
22280,61156,1406,3814,0.3686418458311484
22234,60845,1403,10061,0.13944935891064505
23771,69969,1387,8060,0.17208436724565757
23843,543184,1376,3763,0.3656656922668084
24307,596049,1364,3988,0.3420260782347041
24239,467100,1362,10131,0.1344388510512289
22309,61456,1358,8079,0.16809011016214878
22541,63749,1350,3615,0.37344398340248963
23362,67443,1339,6910,0.19377713458755427
22487,63111,1329,8576,0.15496735074626866
20700,99445,1312,7476,0.17549491706795078
23636,69158,1311,9069,0.14455838570956003
23703,69703,1310,7235,0.18106427090532135
24012,51163,1309,4616,0.283578856152513
23574,68701,1304,7997,0.16306114793047394
23790,69068,1302,7844,0.16598674145843959
24205,52903,1301,9127,0.14254409992330447
22261,60181,1298,9156,0.1417649628658803
24133,51761,1281,8243,0.1554045857090865
22795,67122,1252,3660,0.34207650273224044
21830,76858,1243,3188,0.3898996235884567
22851,76350,1235,8417,0.14672686230248308
23137,65398,1230,8187,0.15023818248442652
23982,50393,1222,8129,0.1503259933571165
22136,79440,1221,6322,0.19313508383422967
22911,75321,1218,5680,0.21443661971830985
24627,666364,1218,6872,0.17724097788125728
24546,54768,1212,3355,0.36125186289120714
23676,69594,1207,8496,0.1420668549905838
23090,73248,1200,7138,0.16811431773606053
24211,52558,1195,7543,0.15842502982898052
24126,596043,1194,14717,0.08113066521709587
23972,50904,1193,7161,0.16659684401619884
22335,61214,1191,4445,0.26794150731158606
23258,67956,1189,2557,0.4649980445834963
24388,641312,1185,12417,0.09543367963276153
21699,75138,1185,2984,0.39711796246648795
23747,69328,1173,10523,0.11147011308562198
23005,66492,1165,8944,0.13025491949910556
24169,52868,1154,2865,0.4027923211169284
23689,64554,1149,8188,0.14032730825598436
22110,79617,1141,3934,0.2900355871886121
24166,52873,1119,7270,0.15392022008253095
24313,571616,1117,2456,0.4548045602605863
24424,676641,1115,7961,0.14005778168571786
22785,65392,1113,8588,0.12959944108057755
23383,67048,1111,6245,0.177902321857486
23951,50296,1097,5977,0.1835368914170989
24485,54149,1081,6914,0.15634943592710443
22731,65057,1077,2638,0.40826383623957546
23640,69104,1070,3145,0.34022257551669316
24028,51097,1064,6342,0.16777041942604856
24051,51867,1061,3075,0.34504065040650406
23653,69645,1055,9516,0.11086591004623791
23736,69204,1054,6205,0.16986301369863013
24488,54105,1046,3262,0.32066217044757817
24484,683412,1045,7432,0.1406081808396125
24608,54064,1043,7323,0.14242796668032226
21279,72447,1035,2415,0.42857142857142855
23564,68269,1020,2695,0.3784786641929499
23858,50107,1018,6712,0.15166865315852204
24629,622694,987,6056,0.1629788639365918
24088,51393,973,6723,0.14472705637364272
24026,51058,973,6290,0.1546899841017488
21978,77591,955,5090,0.18762278978389
24064,51460,954,6116,0.15598430346631786
23904,50812,952,2723,0.3496143958868895
23314,67863,950,6303,0.15072187847056956
23654,69646,933,8054,0.11584305934939161
24571,54362,930,5754,0.1616266944734098
24463,532936,913,6291,0.14512796057860436
23154,64029,902,5732,0.15736217725052337
23260,67962,901,5933,0.1518624641833811
24512,54900,894,6126,0.14593535749265427
24392,53609,893,3682,0.2425312330255296
23991,50036,888,5926,0.14984812689841376
23567,68797,881,2623,0.33587495234464354
24044,51526,864,5299,0.16304963200603886
22901,65522,863,5502,0.1568520537986187
23954,50205,856,5379,0.15913738613125117
23532,68830,839,5176,0.16209428129829984
24469,54561,838,5868,0.14280845262440353
24387,658431,836,9439,0.08856870431189745
23942,50706,829,4649,0.1783179178317918
22978,74167,828,4799,0.17253594498853927
23385,67045,810,5619,0.14415376401494928
24573,54368,806,5103,0.15794630609445423
23157,66047,805,1801,0.4469739033870072
23560,68260,800,4496,0.17793594306049823
24157,52119,799,6815,0.11724137931034483
22099,79130,785,4660,0.1684549356223176
22776,65042,781,4212,0.18542260208926875
20938,70425,780,4557,0.17116524028966426
23743,69211,779,4813,0.16185331394140867
24059,51809,769,5086,0.15119937082186394
23498,64615,765,7753,0.09867148200696504
22622,63914,744,1929,0.3856920684292379
24494,667498,727,3092,0.2351228978007762
23054,65964,726,4455,0.16296296296296298
23336,67711,725,1937,0.3742901393908105
22932,66630,719,7062,0.10181251770036817
23332,67762,716,4411,0.16232146905463612
24271,657122,712,7383,0.09643776242719762
24042,51594,702,2303,0.30481980026052974
22615,62966,701,4535,0.1545755237045204
24241,52731,692,3924,0.1763506625891947
23863,50114,687,5725,0.12
22810,62918,686,5762,0.11905588337382852
24226,52295,680,2323,0.29272492466637967
23955,50206,668,3770,0.17718832891246683
24314,53919,664,3871,0.17153190390080084
23151,66064,648,1863,0.34782608695652173
23331,67768,621,1452,0.42768595041322316
22926,66557,618,1417,0.4361326746647848
23145,66858,614,4334,0.14167051222888785
22640,64155,612,1517,0.4034278180619644
22933,66660,603,5889,0.10239429444727458
23934,50711,597,3299,0.18096392846317066
24624,682027,593,3195,0.18560250391236308
24482,54537,590,1649,0.35779260157671317
23053,65064,587,3982,0.14741336012054243
23964,50995,584,1199,0.4870725604670559
22473,63138,572,5339,0.10713616782168946
24197,52994,563,4105,0.13714981729598053
23933,50710,557,3454,0.1612623045744065
23535,68801,556,4077,0.1363747853814079
24047,51546,553,3549,0.15581854043392504
23294,67640,553,4688,0.11796075085324233
23361,67467,550,3161,0.17399557102182853
23952,50298,547,3266,0.16748315982853643
22007,78819,539,4494,0.11993769470404984
22414,62463,535,3778,0.1416093170989942
23122,64759,522,3523,0.1481691739994323
23177,66201,518,3170,0.16340694006309148
24559,640444,504,5415,0.09307479224376732
24248,52715,504,2923,0.17242559014710915
23868,50430,497,3531,0.14075332766921553
23648,66663,495,6217,0.07962039568923918
23909,50813,487,3303,0.14744171964880412
24399,53300,484,2429,0.19925895430218196
24434,53006,483,1892,0.25528541226215645
23236,67259,482,2325,0.20731182795698924
23423,68157,477,4027,0.11845045939905637
23556,61962,475,3045,0.15599343185550082
24572,54363,473,1431,0.3305380852550664
24179,52394,472,3285,0.14368340943683408
23158,66068,471,1300,0.36230769230769233
24537,54404,466,2979,0.15642833165491776
23596,63936,463,2615,0.17705544933078393
24401,53301,460,3391,0.13565319964612207
23342,67591,453,2708,0.1672821270310192
23856,50105,445,3477,0.12798389416163358
24112,51204,440,2396,0.18363939899833054
24317,53973,439,2800,0.15678571428571428
24017,51109,437,2070,0.2111111111111111
23947,50262,433,2233,0.19390953873712494
24487,54104,431,1402,0.3074179743223966
23302,67604,430,3920,0.1096938775510204
21595,74630,429,1108,0.3871841155234657
23968,50905,429,2905,0.1476764199655766
23487,68096,428,883,0.48471121177802945
23699,69767,418,2475,0.1688888888888889
21733,75250,410,2157,0.19007881316643485
23762,65897,408,3044,0.1340341655716163
23783,69047,406,1137,0.357080035180299
23428,68107,406,3603,0.11268387454898696
22869,61396,405,2447,0.1655087862689007
23182,62294,396,1904,0.20798319327731093
23024,66493,393,2472,0.15898058252427186
22597,62929,380,2284,0.16637478108581435
24247,52714,378,2079,0.18181818181818182
23867,69801,375,2704,0.13868343195266272
23538,68848,369,2606,0.14159631619339985
24039,51586,366,2457,0.14896214896214896
24113,51202,362,809,0.44746600741656367
24499,54803,360,2495,0.14428857715430862
23690,63791,352,964,0.3651452282157676
22233,60757,350,1012,0.3458498023715415
24167,52844,349,2592,0.13464506172839505
24631,641778,345,1847,0.18678938819707633
24161,52123,345,2775,0.12432432432432433
22428,62263,343,2593,0.1322792132664867
23082,77563,340,2103,0.16167379933428436
22321,61329,339,769,0.4408322496749025
23139,66801,338,2082,0.16234390009606148
24173,52809,330,2788,0.11836441893830703
21415,73750,322,2087,0.15428845232390992
23738,69206,319,2196,0.145264116575592
23895,50596,317,799,0.3967459324155194
24452,53809,313,1331,0.23516153268219384
23985,50397,306,3346,0.09145248057381948
24349,53102,305,2029,0.15032035485460818
23366,67454,303,1770,0.1711864406779661
23343,67588,302,1603,0.1883967560823456
22156,79535,301,708,0.4251412429378531
24052,592499,298,2012,0.1481113320079523
23600,65937,296,1548,0.19121447028423771
24376,53594,296,829,0.35705669481302776
24102,51294,294,1961,0.14992350841407445
23927,50650,293,2923,0.10023947998631542
24579,54304,289,1494,0.1934404283801874
23461,68589,287,2482,0.11563255439161967
23872,50411,284,2347,0.12100553898593949
24153,52140,282,982,0.28716904276985744
23779,69996,282,1700,0.16588235294117648
24065,51462,281,1648,0.17050970873786409
24094,51306,280,3441,0.08137169427492008
23764,69893,280,2188,0.12797074954296161
23879,64498,277,916,0.30240174672489084
24425,53029,274,1765,0.15524079320113315
23097,65844,271,764,0.35471204188481675
24334,53298,271,795,0.34088050314465407
22220,60634,267,1531,0.1743958197256695
23850,69098,266,1830,0.1453551912568306
21095,71118,264,2031,0.12998522895125553
23360,64464,264,755,0.34966887417218545
22923,65509,263,808,0.3254950495049505
24105,51297,262,685,0.38248175182481753
24277,52460,261,1491,0.1750503018108652
24268,52661,260,1715,0.15160349854227406
23479,68067,259,1060,0.24433962264150944
24097,595001,258,1744,0.14793577981651376
24131,51796,257,1092,0.23534798534798534
24118,51668,255,3723,0.0684931506849315
24340,668766,255,1475,0.17288135593220338
23384,67066,255,1156,0.22058823529411764
24253,52063,250,2007,0.1245640259093174
24633,657770,248,1271,0.1951219512195122
22821,66160,246,1546,0.1591203104786546
24486,54103,244,1556,0.15681233933161953
23959,50211,244,1393,0.17516152189519024
23150,63104,242,2108,0.11480075901328274
24502,54807,239,1440,0.16597222222222222
23727,68207,238,620,0.38387096774193546
22548,62648,238,927,0.25674217907227614
24533,54215,237,413,0.5738498789346247
22539,63730,236,1362,0.17327459618208516
22915,72862,235,1087,0.21619135234590617
23931,50758,232,1012,0.22924901185770752
23286,67360,231,2199,0.10504774897680765
23599,68910,230,571,0.4028021015761821
22815,66103,229,745,0.3073825503355705
24515,54903,226,1474,0.15332428765264586
22742,65067,222,1517,0.14634146341463414
22904,66556,221,1763,0.12535450935904707
23714,64769,221,1048,0.21087786259541985
23775,69991,219,971,0.2255406797116375
22960,66705,219,1426,0.1535764375876578
23680,69507,218,1598,0.13642052565707133
24117,51665,217,1460,0.14863013698630137
24027,51060,216,1433,0.15073272854152128
22029,78366,211,543,0.3885819521178637
23740,69208,211,1115,0.18923766816143497
23966,50901,206,1308,0.15749235474006115
24369,53711,201,604,0.33278145695364236
23240,67260,199,1447,0.1375259156876296
24154,52163,196,1724,0.1136890951276102
23516,68406,193,1018,0.18958742632612965
22722,64041,190,984,0.19308943089430894
22870,65348,189,2368,0.07981418918918919
24531,54213,183,466,0.3927038626609442
22881,60841,178,2510,0.07091633466135458
23754,69391,175,2422,0.07225433526011561
24203,52905,166,947,0.17529039070749736
23499,65618,163,2292,0.07111692844677138
24516,54904,163,1029,0.15840621963070942
24373,53562,163,1033,0.15779283639883834
24398,53312,162,728,0.22252747252747251
24229,52203,162,461,0.351409978308026
24259,52003,159,493,0.3225152129817444
23866,69803,159,755,0.21059602649006623
24446,53897,158,310,0.5096774193548387
23886,50592,156,1114,0.1400359066427289
23175,66039,154,1884,0.08174097664543524
23488,68097,153,347,0.4409221902017291
24151,64021,149,4030,0.036972704714640196
22250,60264,149,603,0.2470978441127695
24165,52867,146,1412,0.10339943342776203
21178,71845,144,1052,0.13688212927756654
24498,54802,141,1051,0.13415794481446242
23943,50708,140,302,0.46357615894039733
23115,65827,140,780,0.1794871794871795
24577,54302,140,419,0.3341288782816229
22579,62595,140,398,0.35175879396984927
21587,74731,139,1050,0.13238095238095238
22551,63619,138,284,0.4859154929577465
24135,51702,136,1010,0.13465346534653466
23519,68413,136,376,0.3617021276595745
24525,54913,135,718,0.18802228412256267
22784,65696,135,544,0.24816176470588236
24580,54350,133,1064,0.125
23984,50395,131,984,0.133130081300813
23922,50613,130,1247,0.10425020048115477
24156,52168,130,821,0.15834348355663824
24104,51296,126,645,0.19534883720930232
24420,53409,123,1060,0.1160377358490566
23950,50294,122,232,0.5258620689655172
24181,52391,122,640,0.190625
23874,50412,122,251,0.4860557768924303
24116,51645,117,1769,0.06613906161673262
24377,53560,117,854,0.13700234192037472
24478,54504,116,771,0.1504539559014267
23537,68804,115,603,0.19071310116086235
24339,53202,115,386,0.2979274611398964
24412,53469,114,575,0.19826086956521738
24107,51299,114,325,0.3507692307692308
23765,65801,113,432,0.26157407407407407
24346,53101,110,356,0.3089887640449438
24244,52702,110,770,0.14285714285714285
23514,68454,109,770,0.14155844155844155
23618,64198,108,593,0.1821247892074199
24201,52902,107,543,0.19705340699815838
23324,64889,106,686,0.15451895043731778
21588,74748,105,646,0.16253869969040247
24370,572143,102,551,0.1851179673321234
24566,54608,102,941,0.10839532412327312
23936,50712,100,574,0.17421602787456447
24518,54906,99,922,0.10737527114967461
21571,74838,99,662,0.14954682779456194
22524,63235,98,945,0.1037037037037037
24198,52995,98,897,0.10925306577480491
23305,67606,97,676,0.14349112426035504
23598,68905,93,460,0.20217391304347826
24276,52440,93,643,0.14463452566096424
24281,52417,93,501,0.18562874251497005
24450,53806,89,651,0.13671274961597543
24184,52396,89,235,0.37872340425531914
23023,66444,89,1123,0.0792520035618878
23794,68068,87,211,0.41232227488151657
22836,64267,86,1149,0.07484769364664925
24535,54217,85,324,0.2623456790123457
23721,69404,85,645,0.13178294573643412
23267,67989,85,460,0.18478260869565216
23819,71175157,85,2578,0.032971295577967415
23615,68453,84,542,0.15498154981549817
24552,54705,83,622,0.13344051446945338
24358,53701,83,615,0.13495934959349593
