batter_id,batter_trackman_id,count,total,confidence
24075,51907,6875,39678,0.17326982206764455
21170,71837,6872,38900,0.17665809768637533
22429,62234,6708,50704,0.13229725465446512
23433,68119,6633,39255,0.16897210546427208
22768,63704,6590,38760,0.17002063983488133
21831,76812,6366,43103,0.14769273600445446
23318,62802,6244,36195,0.172510015195469
22739,64504,6229,41134,0.15143190547965188
23045,74465,6208,39414,0.15750748465012432
22831,65207,6095,36735,0.16591806179392948
22287,61186,6062,34289,0.17679139082504594
23080,74339,6031,36904,0.16342401907652288
22956,66606,5939,55092,0.10780149567995354
24272,52415,5931,36699,0.16161203302542304
23720,69453,5865,31670,0.18519103252289232
22038,78756,5767,35339,0.1631908090211947
22106,79150,5736,38209,0.1501216990761339
22607,62925,5704,38058,0.14987650428293656
22323,61353,5503,36011,0.1528144178167782
22756,64468,5424,34306,0.15810645368157172
23778,69995,5407,36925,0.1464319566689235
23464,65586,5300,34298,0.15452796081404163
24354,621573,5287,33506,0.15779263415507672
22612,62934,5222,34421,0.151709712094361
23427,68106,5220,38531,0.1354753315512185
23197,66928,5209,30186,0.17256344000530047
23854,50167,5198,31084,0.16722429545747008
22671,64300,5178,32484,0.15940155153306243
22732,64007,5127,33510,0.1529991047448523
24212,52591,5107,30733,0.16617316890638728
23685,69517,5098,31910,0.15976183014728926
22963,66715,5085,28880,0.17607340720221606
23089,66838,5014,33583,0.14930173004198552
22424,62558,4995,28395,0.17591125198098256
23961,571437,4893,34802,0.14059536808229411
22420,62556,4867,32845,0.14818084944435989
23882,553988,4802,32322,0.14856753913742962
24072,51417,4717,28485,0.16559592768123574
22522,63257,4679,26551,0.17622688410982637
23583,66706,4672,26072,0.1791960724148512
24439,628338,4619,31965,0.14450179884248396
22436,62864,4510,34197,0.13188291370588062
23896,50500,4477,27047,0.16552667578659372
22690,64560,4419,46802,0.09441904192128542
22950,66657,4360,27015,0.16139181935961502
23855,50150,4215,28962,0.14553552931427388
21999,78122,4185,34207,0.12234338000993948
22674,63920,4138,22108,0.18717206441107292
22808,64101,4127,29859,0.13821628319769583
22985,65703,4106,24097,0.17039465493629913
22853,65898,4099,23346,0.17557611582283902
24301,546990,3999,23895,0.16735718769617075
22664,64610,3916,23643,0.16563041915154592
23022,66409,3876,26552,0.14597770412774932
23840,69652,3840,34805,0.11032897572187904
22839,66209,3835,23543,0.16289342904472667
21400,73136,3775,19335,0.1952417895009051
23948,50202,3754,21968,0.17088492352512746
24270,593647,3722,39584,0.09402789005658851
23430,68110,3717,30183,0.12314879236656397
21708,75151,3689,21371,0.17261709793645594
22819,66162,3683,29235,0.12597913459893964
21143,71752,3462,20567,0.16832790392376137
23939,50707,3401,19181,0.17731088055888639
22719,64346,3365,18583,0.18107948124630038
23243,67207,3360,22156,0.1516519227297346
23195,66965,3337,20814,0.16032478139713655
23645,69100,3319,23626,0.14048082620841446
24356,53764,3278,19209,0.17064917486594824
23602,68912,3243,22127,0.14656302255163375
24251,643565,3233,18500,0.17475675675675675
23641,69105,3233,25136,0.12862030553787396
22523,63260,3222,36090,0.08927680798004987
22811,66113,3218,21282,0.1512075932713091
23349,67504,3214,23986,0.1339948303176853
21822,76249,3209,19685,0.16301752603505207
23865,657733,3188,17954,0.1775648880472318
22442,62884,3152,17577,0.1793252545940718
23508,64657,3125,18257,0.17116722353070055
23244,64266,3100,16087,0.19270218188599492
23759,69813,3089,18731,0.16491377929635365
24040,51551,3042,17309,0.17574672135883065
23859,50108,2942,19566,0.15036287437391394
21851,76753,2914,19559,0.14898512193874944
24526,622682,2903,16981,0.17095577410046522
23664,65610,2896,33061,0.08759565651371706
24264,52605,2890,32092,0.09005359591175371
22695,65132,2890,17455,0.1655686049842452
24466,669008,2835,17142,0.16538326916345816
23463,68518,2731,19178,0.14240275315465636
22345,61208,2708,15708,0.17239623121976064
21945,77243,2707,18320,0.14776200873362447
24273,52430,2683,15892,0.16882708280896047
22771,64115,2661,19884,0.13382619191309594
22626,60566,2653,17111,0.15504646134065805
23606,68904,2633,15437,0.17056422880093283
22542,63722,2608,28779,0.09062163383022342
23911,50820,2577,15672,0.1644333843797856
22807,65157,2576,16318,0.15786248314744453
24207,605361,2556,15128,0.16895822316234796
22709,64717,2556,16789,0.152242539758175
23404,573131,2552,15138,0.1685823754789272
23688,63700,2540,16621,0.15281872330184706
24510,571602,2535,17962,0.14113127714063023
22882,64340,2523,19076,0.13226043195638498
23188,64022,2482,16482,0.15058852081058124
22521,63202,2473,16538,0.1495344056113194
22809,66112,2465,18745,0.13150173379567884
22697,65115,2459,19026,0.12924419215809943
24098,51203,2429,15732,0.15439867785405542
24194,624577,2406,15146,0.1588538227914961
24372,53554,2406,14171,0.1697833603838826
23625,543742,2394,15710,0.15238701464035645
23525,64407,2385,13900,0.17158273381294964
24326,641829,2380,12040,0.19767441860465115
23940,50709,2370,17109,0.13852358407855514
22288,61197,2349,14912,0.15752414163090128
22775,65399,2349,16030,0.14653774173424827
23452,68305,2343,14272,0.164167600896861
23466,68504,2330,13348,0.17455798621516333
23584,68700,2325,15742,0.14769406682759498
24545,666632,2288,14785,0.15475143726750085
23776,69992,2287,14093,0.1622791456751579
24309,676646,2270,13740,0.16521106259097526
24007,608365,2261,15773,0.1433462245609586
22628,63905,2254,12710,0.17734067663257277
24342,53144,2227,16888,0.13186878256750356
21947,77248,2222,11500,0.1932173913043478
23549,68868,2215,12833,0.17260188576326657
23321,61869,2203,13051,0.16879932572216688
22502,78361,2183,14847,0.14703307065400417
24010,51100,2151,14366,0.14972852568564668
22969,66707,2145,14342,0.1495607307209594
24341,670351,2139,11812,0.18108703013884186
22006,78813,2121,12887,0.1645844649646931
23425,68100,2099,15842,0.1324958969827042
23408,62025,2065,12122,0.17035142715723478
23442,68346,2048,14998,0.13655154020536073
23193,66917,2043,12617,0.16192438773083934
23274,67905,2026,13692,0.14796961729477068
23938,50704,2022,12614,0.16029808149674965
23698,69766,2015,14372,0.14020317283607014
22396,62332,2002,14876,0.134579187953751
21241,72133,1983,10996,0.18033830483812296
22021,78629,1977,22579,0.08755923645865628
23444,68362,1973,13083,0.15080638997171902
22144,79334,1965,13014,0.15099124020285845
21600,74729,1959,11273,0.17377805375676394
24050,51868,1945,13731,0.14165028038744445
24263,592656,1942,11580,0.1677029360967185
23949,50293,1923,11460,0.16780104712041885
22682,61554,1894,11438,0.16558838957859764
23582,68730,1887,19956,0.09455802766085387
22432,62265,1875,16562,0.1132109648593165
22332,61700,1854,10971,0.1689909762100082
23626,63440,1805,12945,0.13943607570490538
21448,73209,1800,13770,0.13071895424836602
21693,75808,1788,11138,0.16053151373675706
23298,67644,1787,12976,0.13771578298397041
23367,67449,1783,11453,0.15567973456736225
24548,54795,1742,11144,0.1563173007896626
23552,68205,1738,13279,0.13088334964982304
23691,69727,1725,16276,0.10598427131973458
23990,50054,1710,10994,0.1555393851191559
24180,52348,1680,10437,0.16096579476861167
22781,65506,1671,9642,0.1733042937149969
23757,69306,1669,12116,0.13775173324529547
23735,69238,1668,10536,0.15831435079726652
23669,65515,1633,9068,0.18008381120423467
23978,50357,1613,10492,0.153736179946626
23143,66864,1601,11553,0.1385787241409158
23724,69418,1601,11071,0.14461204949869028
21980,77463,1594,8028,0.19855505729945191
23681,69508,1534,7829,0.19593817856686677
24221,656847,1523,10739,0.14181953626967128
24016,51106,1517,10639,0.1425885891531159
22872,65362,1499,8921,0.16803048985539737
22576,63450,1490,9721,0.15327641189178068
22333,61743,1472,9137,0.16110320674181897
22394,62356,1468,8136,0.18043264503441495
21461,73306,1457,9761,0.14926749308472492
24398,53312,1451,9826,0.14766944840219826
22749,65653,1450,15733,0.09216296955443971
23526,68463,1441,8374,0.1720802483878672
23407,67005,1435,8037,0.1785492099041931
24542,676950,1415,9346,0.1514016691632784
24245,666247,1405,7504,0.18723347547974414
21892,76100,1400,7784,0.17985611510791366
23001,65462,1372,8253,0.1662425784563189
24005,488681,1366,9758,0.13998770239803238
24569,54344,1356,8373,0.16194912217843066
23705,69705,1340,7157,0.18722928601369287
22016,78217,1340,6917,0.1937256035853694
22728,64012,1325,8349,0.15870164091507966
22696,65136,1320,9643,0.13688686093539354
24041,51528,1304,8564,0.15226529659037832
24500,54812,1302,8274,0.15736040609137056
23436,68330,1291,8473,0.1523663401392659
23034,64906,1291,8880,0.1453828828828829
24139,592387,1290,9248,0.13948961937716264
23234,67123,1288,10818,0.11906082455167313
23179,65269,1270,8231,0.1542947393998299
23418,65109,1268,10358,0.12241745510716355
23405,66406,1264,7203,0.17548243787310844
24150,541650,1233,7748,0.15913784202374806
24496,54805,1229,7693,0.15975562199402055
24177,605196,1214,9104,0.13334797891036906
24462,608384,1190,5448,0.2184287812041116
23108,65869,1170,7889,0.1483077703130942
23760,69825,1170,6573,0.17800091282519398
22716,64944,1167,8015,0.14560199625701808
21617,74215,1163,6374,0.1824599937245058
24023,501660,1161,7187,0.16154167246417142
24400,53344,1152,6932,0.1661858049624928
22208,60343,1146,7388,0.15511640498105037
22928,66614,1144,11360,0.10070422535211268
24054,51865,1141,7298,0.15634420389147713
23227,67169,1138,8365,0.1360430364614465
24490,54108,1126,8990,0.12525027808676306
23768,69950,1107,7233,0.15304852758191623
23841,607111,1107,6375,0.1736470588235294
22353,61566,1106,6447,0.17155266015200868
22748,64086,1096,7727,0.14184030024589103
23330,67807,1078,7090,0.15204513399153738
23670,64501,1077,6636,0.16229656419529837
23734,68204,1073,7487,0.1433150794710832
23396,67006,1050,5875,0.17872340425531916
23505,68646,1049,10171,0.1031363681053977
23750,69332,1029,7796,0.1319907644946126
23718,69442,1026,6928,0.14809468822170901
23347,67539,1021,6120,0.16683006535947711
24149,643269,1020,6403,0.15930032797126348
23989,50066,1015,6256,0.16224424552429667
23186,66233,1009,5680,0.17764084507042255
23472,64014,1005,7312,0.137445295404814
23715,69428,987,6894,0.1431679721496954
23529,64469,983,6619,0.1485118597975525
22025,78643,977,7114,0.1373348327242058
23153,578268,974,5956,0.16353257219610476
24191,52305,972,6428,0.15121344119477287
24008,594953,971,5216,0.1861579754601227
23864,50115,970,6987,0.13882925432946902
23701,64704,965,5192,0.1858628659476117
23733,69203,963,6095,0.15799835931091058
23635,571830,953,5973,0.15955131424744684
20889,71184,944,6554,0.14403417760146475
23970,50902,939,5482,0.1712878511492156
22986,66702,938,4560,0.2057017543859649
22841,64213,924,6129,0.15075868820362212
24022,51003,916,5544,0.16522366522366522
22817,64100,911,7838,0.11622862975248788
22160,79705,910,5109,0.178117048346056
24464,592348,903,4254,0.21227080394922426
23706,69706,886,5782,0.15323417502594258
24159,52105,885,7198,0.12295081967213115
23842,519295,880,4864,0.18092105263157895
23671,69530,878,4123,0.21295173417414504
23844,451713,874,3496,0.25
23965,50996,867,5049,0.1717171717171717
24479,54166,853,6822,0.12503664614482557
22800,64164,853,7524,0.1133705475810739
24160,52121,850,7023,0.12103089847643457
24304,596825,823,4911,0.16758297699042965
23881,573135,816,5786,0.14103007258900796
23726,68407,815,5250,0.15523809523809523
24492,54112,812,6174,0.13151927437641722
22943,66662,797,6746,0.11814408538393122
24426,53058,795,4171,0.19060177415487892
22813,66109,791,5718,0.13833508219657223
22830,66203,787,6928,0.11359699769053118
22382,62797,781,4145,0.18841978287092884
22571,62409,774,4413,0.17539089055064583
22514,79290,774,4589,0.16866419699280888
23739,69207,772,4278,0.18045815801776532
20946,70410,766,7989,0.09588183752659907
23521,60288,766,5478,0.1398320554947061
22822,64260,764,4754,0.16070677324358434
23064,65905,762,4860,0.15679012345679014
22777,65040,750,5351,0.14016071762287424
24019,51112,750,5778,0.12980269989615784
24308,501571,747,5288,0.14126323751891073
21865,76509,736,3902,0.18862121988723732
22392,62353,725,4004,0.18106893106893107
22281,61114,725,5952,0.12180779569892473
24630,676724,722,4186,0.17247969421882464
21278,64793,720,5553,0.12965964343598055
24582,54307,716,4240,0.16886792452830188
23847,607776,712,3565,0.1997194950911641
23702,69702,711,4663,0.15247694617199228
24143,571679,710,4971,0.14282840474753572
22553,63634,708,5217,0.13571017826336976
24148,571506,701,3433,0.20419458199825224
23957,50208,698,3550,0.19661971830985916
24068,51403,696,4775,0.14575916230366492
24090,51302,692,5315,0.13019755409219191
22886,66354,691,4855,0.1423274974253347
24348,53168,687,6037,0.11379824416100712
24480,54156,669,6909,0.09683022145028224
23553,79530,669,5720,0.11695804195804196
23975,50304,668,5160,0.12945736434108526
21511,73213,667,4416,0.15104166666666666
23835,69802,663,5238,0.1265750286368843
22374,62164,659,3726,0.17686527106816963
24353,53103,657,4913,0.1337268471402402
24091,51303,652,4339,0.1502650380271952
22344,61204,649,3746,0.17325146823278165
24086,51359,646,4762,0.13565728685426293
24158,52103,624,4600,0.1356521739130435
22613,62917,614,3763,0.1631676853574276
22934,66615,607,4404,0.13782924613987285
21174,71842,603,4499,0.13402978439653257
23551,68805,601,3896,0.15426078028747434
23470,68507,599,3171,0.18889940081993062
23976,50312,594,4542,0.130779392338177
22773,65120,586,4560,0.12850877192982457
24350,53105,580,4373,0.13263206037045505
24155,52154,575,4784,0.1201923076923077
23579,68707,575,3693,0.15569997292174384
23474,64011,570,3793,0.15027682573161086
22766,64890,568,3651,0.155573815393043
24210,52516,561,3779,0.14845197142101085
24128,51764,554,3469,0.15970020178725858
23662,69636,551,5124,0.10753317720530835
23945,50204,545,2852,0.19109396914446003
24413,53400,541,3662,0.14773347897323866
23562,63559,538,3579,0.15032131880413524
23919,50600,535,5826,0.09182972880192242
24371,657434,535,2779,0.19251529327096079
24297,52705,531,3174,0.16729678638941398
23524,64410,522,2684,0.19448584202682564
24632,650331,516,2887,0.17873224800831314
22737,64117,505,3609,0.1399279578830701
22763,62908,501,4843,0.10344827586206896
24163,547004,498,3733,0.1334047682828824
22959,66710,495,2738,0.18078889700511322
24315,53992,493,3374,0.14611736810906936
23241,67202,486,3490,0.13925501432664755
24567,54305,482,3442,0.1400348634514817
23290,67363,479,3807,0.12582085631731021
23723,69416,463,4498,0.10293463761671855
22893,65514,463,3171,0.14601072216966257
22900,65503,462,2377,0.19436264198569625
23144,66833,461,3450,0.1336231884057971
24274,52424,456,3788,0.12038014783526928
23300,67610,452,5378,0.08404611379695054
23116,65464,446,5590,0.07978533094812165
24345,53160,443,2631,0.16837704294944889
23264,67900,438,2518,0.17394757744241462
22679,64499,437,2989,0.14620274339243894
24402,53302,435,3220,0.13509316770186336
24031,51005,429,2481,0.17291414752116083
23789,69064,419,2377,0.17627261253681112
24145,51706,414,2370,0.17468354430379746
21848,76720,407,2372,0.17158516020236086
23918,50657,398,3773,0.10548635038430956
23742,69210,395,2757,0.14327167210736308
23531,68466,395,2426,0.1628194558944765
24214,52568,392,3252,0.12054120541205413
24242,52764,391,3020,0.1294701986754967
23028,63913,391,3420,0.11432748538011696
24418,53404,387,2885,0.1341421143847487
23752,69366,377,5546,0.06797692030292102
22574,63435,377,2642,0.14269492808478426
23838,69810,374,2964,0.1261808367071525
24134,51701,373,1745,0.21375358166189112
23900,50848,369,2858,0.129111266620014
23667,67609,369,4238,0.08706937234544597
22774,63360,365,3862,0.09451061626100465
23546,68869,364,3130,0.11629392971246007
23992,50092,364,2207,0.164929768917082
22137,79465,358,2685,0.13333333333333333
22852,65304,353,2791,0.12647796488713722
24132,51762,351,2245,0.15634743875278395
23242,67265,349,2086,0.1673058485139022
24532,54214,345,1928,0.17894190871369295
24130,51767,344,1845,0.18644986449864498
24491,54110,342,2556,0.13380281690140844
24501,54815,342,2473,0.13829357056207037
21131,71432,339,1633,0.20759338640538885
24227,52294,333,2378,0.1400336417157275
23700,63703,332,2320,0.14310344827586208
23905,50819,331,2562,0.1291959406713505
24352,53104,330,3110,0.10610932475884244
23004,66462,327,1672,0.19557416267942584
23906,50868,327,2123,0.15402731983042864
23899,50840,323,2232,0.1447132616487455
22002,60100,308,1885,0.16339522546419097
24375,53568,307,1645,0.18662613981762918
23712,69403,307,1960,0.15663265306122448
24046,51560,302,1993,0.15153035624686403
21835,76869,298,2005,0.1486284289276808
23608,68909,297,1840,0.16141304347826088
23132,66749,297,1855,0.1601078167115903
23341,67760,281,1714,0.16394399066511084
24034,51009,278,1754,0.15849486887115166
24296,52704,276,1729,0.15962984384037016
23146,63895,275,1900,0.14473684210526316
22902,66508,272,1250,0.2176
23467,63593,270,1523,0.17728168089297439
23147,66807,269,1540,0.17467532467532468
21458,73342,268,2084,0.12859884836852206
23253,64209,265,1445,0.18339100346020762
24383,53569,262,1899,0.13796735123749343
24101,51269,262,1442,0.18169209431345354
24106,51298,261,1667,0.15656868626274745
24225,52267,258,1154,0.22357019064124783
24507,54813,256,1357,0.18865143699336773
23483,68089,254,1823,0.13933077345035655
24529,54236,252,1748,0.14416475972540047
24481,54164,246,1833,0.1342062193126023
24299,52710,246,1530,0.1607843137254902
23851,50116,245,1328,0.1844879518072289
24255,52001,239,1658,0.14414957780458384
22767,64895,238,1330,0.17894736842105263
23980,578628,238,1811,0.13141910546659305
24443,53865,233,1402,0.16619115549215407
24093,51305,232,3257,0.07123119435062941
22148,79300,227,1321,0.17183951551854657
23432,68117,223,1745,0.12779369627507164
24278,52405,223,1665,0.13393393393393394
22745,63448,220,1390,0.15827338129496402
24000,50011,217,1040,0.20865384615384616
23839,69804,216,1337,0.16155572176514585
23205,66963,215,1354,0.1587887740029542
22101,79198,215,1342,0.1602086438152012
24403,53303,213,1359,0.15673289183222958
21381,72546,212,1960,0.10816326530612246
22104,79113,208,1664,0.125
22460,77654,206,1611,0.12787088764742396
22454,76368,206,1236,0.16666666666666666
24574,54394,205,1662,0.1233453670276775
24260,52002,196,1067,0.1836925960637301
23395,67063,196,1377,0.14233841684822077
24103,51295,191,1275,0.14980392156862746
24171,52803,190,1568,0.1211734693877551
23780,69900,190,976,0.19467213114754098
24077,51991,188,1653,0.11373260738052027
24095,51307,183,2303,0.07946157186278767
23788,69056,182,996,0.1827309236947791
24232,52211,180,1167,0.15424164524421594
24448,53803,179,699,0.25608011444921314
23605,68906,178,1099,0.16196542311191992
24006,50214,178,1378,0.12917271407837447
23746,69394,175,1982,0.08829465186680122
24357,53795,174,1394,0.12482065997130559
21786,76158,174,1451,0.11991729841488628
23971,50903,168,1337,0.1256544502617801
23861,50110,168,1324,0.1268882175226586
24547,54794,165,1250,0.132
23435,68302,165,1704,0.09683098591549295
22629,63903,162,1170,0.13846153846153847
24137,51704,161,1214,0.1326194398682043
23773,69980,159,1285,0.12373540856031129
23913,50817,158,1377,0.11474219317356572
24009,643603,157,1287,0.12198912198912198
22258,60184,156,892,0.17488789237668162
23890,50507,155,848,0.18278301886792453
23299,63636,153,1467,0.10429447852760736
23507,68614,152,1293,0.11755607115235886
23212,66802,151,1412,0.10694050991501416
24175,52804,151,1290,0.11705426356589148
23200,66968,150,904,0.16592920353982302
24280,52402,150,1022,0.14677103718199608
24593,54408,149,987,0.15096251266464034
24331,53293,148,917,0.1613958560523446
23469,63558,148,689,0.21480406386066764
22683,61366,148,1489,0.09939556749496306
22733,63088,144,888,0.16216216216216217
24336,53205,142,668,0.2125748502994012
24162,68743,141,8004,0.017616191904047975
22762,79364,138,1087,0.12695492180312787
24024,51013,137,753,0.18193891102257637
24332,53296,136,841,0.16171224732461356
24445,53893,135,921,0.1465798045602606
23686,69518,133,791,0.168141592920354
24442,53844,133,872,0.15252293577981652
23649,571757,133,580,0.2293103448275862
22684,64706,132,1188,0.1111111111111111
24215,52504,130,986,0.13184584178498987
24430,53036,130,1085,0.11981566820276497
22758,64493,129,616,0.20941558441558442
23996,50007,128,878,0.14578587699316628
23586,68709,127,501,0.25349301397205587
22284,61104,127,963,0.13187954309449637
24014,51103,125,906,0.13796909492273732
24628,665180,123,574,0.21428571428571427
23836,69809,121,766,0.15796344647519583
24404,53304,121,597,0.20268006700167504
23138,66803,120,857,0.14002333722287047
24528,54205,119,844,0.14099526066350712
24543,53717,119,919,0.1294885745375408
23481,68069,118,800,0.1475
21288,72456,118,625,0.1888
21577,74846,118,706,0.1671388101983003
24071,51407,118,1099,0.10737033666969972
21401,73153,118,546,0.21611721611721613
24503,54814,117,697,0.1678622668579627
24497,54806,116,672,0.17261904761904762
24108,51200,115,880,0.13068181818181818
24335,53204,114,812,0.14039408866995073
23986,600301,114,1567,0.07275047862156987
23753,69363,112,1264,0.08860759493670886
24287,52628,111,1471,0.07545887151597552
24554,54710,111,693,0.16017316017316016
23974,50906,111,680,0.16323529411764706
24590,54460,110,909,0.12101210121012101
22970,65705,109,645,0.16899224806201552
23180,66202,109,887,0.12288613303269448
24066,51466,109,612,0.1781045751633987
23937,50713,108,567,0.19047619047619047
22225,60605,105,684,0.15350877192982457
24049,51574,104,738,0.14092140921409213
24079,51996,103,693,0.14862914862914864
24385,53587,102,773,0.13195342820181113
24405,53305,102,1050,0.09714285714285714
24536,54219,102,756,0.1349206349206349
23983,50394,101,816,0.12377450980392157
24282,52407,101,776,0.13015463917525774
23358,67563,101,655,0.15419847328244274
23527,68416,99,774,0.12790697674418605
23263,67993,99,674,0.14688427299703263
24530,54268,98,646,0.15170278637770898
23728,68211,96,789,0.12167300380228137
24218,52566,94,953,0.09863588667366212
24581,54306,94,861,0.1091753774680604
23000,65412,94,777,0.12097812097812098
24174,52805,94,666,0.14114114114114115
23121,64724,91,491,0.18533604887983707
23576,68706,90,625,0.144
24176,52807,90,942,0.09554140127388536
24578,54303,89,617,0.14424635332252836
22064,78566,89,569,0.15641476274165203
23366,67454,89,653,0.1362940275650842
23946,50244,89,881,0.10102156640181612
23837,69805,88,679,0.12960235640648013
23329,67803,88,548,0.16058394160583941
23612,68901,87,538,0.16171003717472118
24236,52209,87,763,0.11402359108781127
23675,69592,86,571,0.15061295971978983
22995,66716,85,573,0.14834205933682373
24351,53106,85,645,0.13178294573643412
23793,69093,84,440,0.19090909090909092
24206,52906,83,536,0.15485074626865672
24141,51707,83,333,0.24924924924924924
22221,60648,82,668,0.12275449101796407
22439,62893,82,1014,0.08086785009861933
24230,52210,82,590,0.13898305084745763
24243,52765,81,532,0.15225563909774437
23958,50209,80,603,0.13266998341625208
22132,79234,78,686,0.11370262390670553
24489,54107,78,661,0.11800302571860817
24057,51860,77,427,0.18032786885245902
20984,70756,77,747,0.10307898259705489
24517,54905,77,625,0.1232
23487,68096,74,350,0.21142857142857144
24220,52576,73,491,0.14867617107942974
24120,51605,72,1311,0.05491990846681922
23732,69214,71,498,0.142570281124498
24119,51640,70,647,0.10819165378670788
23763,69860,69,915,0.07540983606557378
23993,50093,69,352,0.19602272727272727
24122,51603,69,532,0.12969924812030076
23604,62537,69,516,0.13372093023255813
24035,51006,68,485,0.1402061855670103
24520,54908,67,390,0.1717948717948718
23926,50608,67,904,0.07411504424778761
24235,52208,67,394,0.1700507614213198
22499,63339,65,524,0.12404580152671756
22238,60805,65,594,0.10942760942760943
23049,65909,65,567,0.1146384479717813
23677,67504,63,834,0.07553956834532374
24390,53659,63,662,0.09516616314199396
24427,53057,61,334,0.18263473053892215
24589,54506,60,428,0.14018691588785046
24092,51304,59,1126,0.052397868561278864
23357,67568,59,435,0.135632183908046
23755,69393,59,678,0.08702064896755163
24288,52642,58,323,0.17956656346749225
23095,64898,58,572,0.10139860139860139
23941,50714,58,241,0.24066390041493776
24616,54097,57,249,0.2289156626506024
24219,52514,56,395,0.14177215189873418
24575,54397,56,364,0.15384615384615385
23262,67944,56,570,0.09824561403508772
24316,53991,53,330,0.1606060606060606
24386,53597,53,479,0.11064718162839249
23877,50414,53,386,0.13730569948186527
23187,66207,52,336,0.15476190476190477
23492,68002,52,425,0.1223529411764706
22322,61360,52,467,0.11134903640256959
23548,64803,51,727,0.07015130674002751
23876,50415,51,325,0.15692307692307692
24123,51602,50,1006,0.04970178926441352
24493,54116,49,270,0.1814814814814815
23493,68003,49,530,0.09245283018867924
23658,69628,48,750,0.064
24187,52301,48,519,0.09248554913294797
24061,51805,47,349,0.1346704871060172
24114,51205,45,213,0.2112676056338028
24409,53309,45,281,0.1601423487544484
23317,67894,44,276,0.15942028985507245
24471,54598,43,240,0.17916666666666667
22416,62468,43,165,0.2606060606060606
23811,1105151,42,301,0.13953488372093023
24408,53308,42,162,0.25925925925925924
24421,53416,41,227,0.18061674008810572
24594,54411,41,356,0.1151685393258427
24200,52907,41,305,0.13442622950819672
24302,52583,40,532,0.07518796992481203
23266,67991,40,204,0.19607843137254902
24534,54216,40,237,0.16877637130801687
23797,11315151,40,438,0.091324200913242
23401,67016,39,212,0.18396226415094338
24067,51468,39,353,0.11048158640226628
24142,51708,39,206,0.18932038834951456
23657,69627,39,541,0.07208872458410351
23756,69305,39,869,0.04487917146144994
24217,52564,37,598,0.061872909698996656
